ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
Covariance	Query	Get diagonality (bartlett)...	do ("Get diagonality (bartlett)...", 1)	NA
Covariance	Query	Get significance of one mean...	do ("Get significance of one mean...", 1, 0)	NA
Covariance	Query	Get significance of means difference...	do ("Get significance of means difference...", 1, 2, 0, "yes", "yes")	NA
Covariance	Query	Get significance of one variance...	do ("Get significance of one variance...", 1, 0)	NA
Covariance	Query	Get significance of variances ratio...	do ("Get significance of variances ratio...", 1, 2, 1)	NA
Covariance	Query	Get fraction variance...	do ("Get fraction variance...", 1, 1)	NA
CrossCorrelationTable	Create	Append	do ("Append")	headerless spreadsheet
CrossCorrelationTable	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
CrossCorrelationTable	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet, matrix text
CrossCorrelationTable	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
CrossCorrelationTable	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
CrossCorrelationTable	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
CrossCorrelationTable	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
CrossCorrelationTable	Create	Extract rows where column...	do ("Extract rows where column...", 1, "not equal to", 0)	headerless spreadsheet
CrossCorrelationTable	Create	Extract rows where label...	do ("Extract rows where label...", "is not equal to", "a")	headerless spreadsheet
CrossCorrelationTable	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
CrossCorrelationTable	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
CrossCorrelationTable	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
CrossCorrelationTable	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
CrossCorrelationTable	Create	Extract columns where...	do ("Extract columns where...", "col mod 2 = 0")	headerless spreadsheet
CrossCorrelationTable	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
CrossCorrelationTable	Modify	Set value...	do ("Set value...", 1, 1, 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Set centroid...	do ("Set centroid...", 1, 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
CrossCorrelationTable	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
CrossCorrelationTable	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
CrossCorrelationTable	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
CrossCorrelationTable	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
CrossCorrelationTable	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
CrossCorrelationTable	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
CrossCorrelationTable	Query	Get number of rows	do ("Get number of rows")	NA
CrossCorrelationTable	Query	Get number of columns	do ("Get number of columns")	NA
CrossCorrelationTable	Query	Get row label...	do ("Get row label...", 1)	NA
CrossCorrelationTable	Query	Get column label...	do ("Get column label...", 1)	NA
CrossCorrelationTable	Query	Get row index...	do ("Get row index...", "")	NA
CrossCorrelationTable	Query	Get column index...	do ("Get column index...", "")	NA
CrossCorrelationTable	Query	Get value...	do ("Get value...", 1, 1)	NA
CrossCorrelationTables	Create	Extract CrossCorrelationTable...	do ("Extract CrossCorrelationTable...", 1)	headerless spreadsheet
CrossCorrelationTables	Create	To Diagonalizer...	do ("To Diagonalizer...", 100, 0.001, "ffdiag")	headerless spreadsheet
CrossCorrelationTables	Query	Get diagonality measure...	do ("Get diagonality measure...", 1, 100)	NA
Diagonalizer	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Diagonalizer	Create	To MixingMatrix	do ("To MixingMatrix")	headerless spreadsheet
Diagonalizer	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Diagonalizer	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Diagonalizer	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Diagonalizer	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Diagonalizer	Create	Extract rows where column...	do ("Extract rows where column...", 1, "not equal to", 0)	headerless spreadsheet
Diagonalizer	Create	Extract rows where label...	do ("Extract rows where label...", "is not equal to", "a")	headerless spreadsheet
Diagonalizer	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Diagonalizer	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
Diagonalizer	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
Diagonalizer	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
Diagonalizer	Create	Extract columns where...	do ("Extract columns where...", "col mod 2 = 0")	headerless spreadsheet
Diagonalizer	Create	To TableOfReal (cross-correlations)...	do ("To TableOfReal (cross-correlations)...", "Rows", "no", "no")	headerless spreadsheet
Diagonalizer	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
Diagonalizer	Modify	Set value...	do ("Set value...", 1, 1, 1)	headerless spreadsheet
Diagonalizer	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
Diagonalizer	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
Diagonalizer	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
Diagonalizer	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
Diagonalizer	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
Diagonalizer	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
Diagonalizer	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
Diagonalizer	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
Diagonalizer	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
Diagonalizer	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
Diagonalizer	Query	Get number of rows	do ("Get number of rows")	NA
Diagonalizer	Query	Get number of columns	do ("Get number of columns")	NA
Diagonalizer	Query	Get row label...	do ("Get row label...", 1)	NA
Diagonalizer	Query	Get column label...	do ("Get column label...", 1)	NA
Diagonalizer	Query	Get row index...	do ("Get row index...", "")	NA
Diagonalizer	Query	Get column index...	do ("Get column index...", "")	NA
Diagonalizer	Query	Get value...	do ("Get value...", 1, 1)	NA
Discriminant	Create	Extract pooled within-groups SSCP	do ("Extract pooled within-groups SSCP")	NA
Discriminant	Create	Extract within-group SSCP...	do ("Extract within-group SSCP...", 1)	NA
Discriminant	Create	Extract between-groups SSCP	do ("Extract between-groups SSCP")	NA
Discriminant	Create	Extract group labels	do ("Extract group labels")	raw text
Discriminant	Create	Extract group centroids	do ("Extract group centroids")	headerless spreadsheet
Discriminant	Create	Extract group standard deviations	do ("Extract group standard deviations")	headerless spreadsheet
Discriminant	Modify	Invert eigenvector...	do ("Invert eigenvector...", 1)	NA
Discriminant	Modify	Align eigenvectors	do ("Align eigenvectors")	NA
Discriminant	Query	Get eigenvalue...	do ("Get eigenvalue...", 1)	NA
Discriminant	Query	Get sum of eigenvalues...	do ("Get sum of eigenvalues...", 0, 0)	NA
Discriminant	Query	Get number of eigenvectors	do ("Get number of eigenvectors")	NA
Discriminant	Query	Get eigenvector dimension	do ("Get eigenvector dimension")	NA
Discriminant	Query	Get eigenvector element...	do ("Get eigenvector element...", 1, 1)	NA
Discriminant	Query	Get number of functions	do ("Get number of functions")	NA
Discriminant	Query	Get dimension of functions	do ("Get dimension of functions")	NA
Discriminant	Query	Get number of groups	do ("Get number of groups")	NA
Discriminant	Query	Get number of observations...	do ("Get number of observations...", 0)	NA
Discriminant	Query	Get Wilks lambda...	do ("Get Wilks lambda...", 1)	NA
Discriminant	Query	Get cumulative contribution of components...	do ("Get cumulative contribution of components...", 1, 1)	NA
Discriminant	Query	Get partial discrimination probability...	do ("Get partial discrimination probability...", 1)	NA
Discriminant	Query	Report equality of covariance matrices	do ("Report equality of covariance matrices")	NA
Discriminant	Query	Get sigma ellipse area...	do ("Get sigma ellipse area...", "", 1, "yes", 1, 2)	NA
Discriminant	Query	Get confidence ellipse area...	do ("Get confidence ellipse area...", "", 0.95, "yes", 1, 2)	NA
Discriminant	Query	Get ln(determinant_group)...	do ("Get ln(determinant_group)...", "")	NA
Discriminant	Query	Get ln(determinant_total)	do ("Get ln(determinant_total)")	NA
Dissimilarity	Create	To Configuration (monotone mds)...	do ("To Configuration (monotone mds)...", 2, "Primary approach", 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	To Configuration (i-spline mds)...	do ("To Configuration (i-spline mds)...", 2, 1, 1, 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	To Configuration (interval mds)...	do ("To Configuration (interval mds)...", 2, 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	To Configuration (ratio mds)...	do ("To Configuration (ratio mds)...", 2, 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	To Configuration (absolute mds)...	do ("To Configuration (absolute mds)...", 2, 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	To Configuration (kruskal)...	do ("To Configuration (kruskal)...", 2, 2, "Primary approach", "Formula1", 1e-005, 50, 1)	headerless spreadsheet
Dissimilarity	Create	Append	do ("Append")	headerless spreadsheet
Dissimilarity	Create	To Distance...	do ("To Distance...", "yes")	headerless spreadsheet
Dissimilarity	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Dissimilarity	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Dissimilarity	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Dissimilarity	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Dissimilarity	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Dissimilarity	Create	Extract rows where column...	do ("Extract rows where column...", 1, "not equal to", 0)	headerless spreadsheet
Dissimilarity	Create	Extract rows where label...	do ("Extract rows where label...", "is not equal to", "a")	headerless spreadsheet
Dissimilarity	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Dissimilarity	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
Dissimilarity	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
Dissimilarity	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
Dissimilarity	Create	Extract columns where...	do ("Extract columns where...", "col mod 2 = 0")	headerless spreadsheet
Dissimilarity	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
Dissimilarity	Create	To Weight	do ("To Weight")	headerless spreadsheet
Dissimilarity	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
Dissimilarity	Modify	Set value...	do ("Set value...", 1, 1, 1)	headerless spreadsheet
Dissimilarity	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
Dissimilarity	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
Dissimilarity	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
Dissimilarity	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
Dissimilarity	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
Dissimilarity	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
Dissimilarity	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
Dissimilarity	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
Dissimilarity	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
Dissimilarity	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
Dissimilarity	Modify	Normalize rows...	do ("Normalize rows...", 1)	headerless spreadsheet
Dissimilarity	Modify	Normalize columns...	do ("Normalize columns...", 1)	headerless spreadsheet
Dissimilarity	Modify	Normalize table...	do ("Normalize table...", 1)	headerless spreadsheet
Dissimilarity	Modify	Standardize rows	do ("Standardize rows")	headerless spreadsheet
